Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[sex]	Characteristics[age]	Unit[time unit]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[organism part]	Characteristics[progenitor cell type]	Characteristics[genotype]	Characteristics[genetic modification]	Characteristics[growth condition]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[single cell isolation]	Comment[library construction]	Comment[end bias]	Comment[input molecule]	Comment[primer]	Comment[spike in]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode read]	Comment[cell barcode offset]	Comment[cell barcode size]	Comment[umi barcode read]	Comment[umi barcode offset]	Comment[umi barcode size]	Comment[sample barcode read]	Comment[sample barcode offset]	Comment[sample barcode size]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[READ_TYPE]	Comment[READ_INDEX]	Factor Value[genetic modification]	Factor Value[library construction]
MULTIOME_ATAC_GLI3_A4	ERS12569173	SAMEA110471147	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	none	cerebral organoid culture	nucleus	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_ATAC_GLI3_A4	DNA	PAIRED	PCR	GENOMIC SINGLE CELL	ATAC-seq	10x	10x scATAC-seq	none	genomic DNA	other	none	read1, read2	0	49	index1	0	16	  	  	  	index2	0	8	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_ATAC_GLI3_A4_S2	sequencing assay	ERX9577219	MULTIOME_ATAC_GLI3_A4_S2_L002_R2_001.fastq.gz	MULTIOME_ATAC_GLI3_A4_S2_L002_R2_001.fastq.gz	ERR10036858	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036858/MULTIOME_ATAC_GLI3_A4_S2_L002_R2_001.fastq.gz	cell_barcode	index1	none	10x scATAC-seq
MULTIOME_ATAC_GLI3_A4	ERS12569173	SAMEA110471147	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	none	cerebral organoid culture	nucleus	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_ATAC_GLI3_A4	DNA	PAIRED	PCR	GENOMIC SINGLE CELL	ATAC-seq	10x	10x scATAC-seq	none	genomic DNA	other	none	read1, read2	0	49	index1	0	16	  	  	  	index2	0	8	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_ATAC_GLI3_A4_S2	sequencing assay	ERX9577219	MULTIOME_ATAC_GLI3_A4_S2_L002_R3_001.fastq.gz	MULTIOME_ATAC_GLI3_A4_S2_L002_R3_001.fastq.gz	ERR10036858	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036858/MULTIOME_ATAC_GLI3_A4_S2_L002_R3_001.fastq.gz	paired	read2	none	10x scATAC-seq
MULTIOME_RNA_GLI3_D3	ERS12569174	SAMEA110471148	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_D3	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_D3_S1	sequencing assay	ERX9577220	MULTIOME_RNA_GLI3_D3_S1_L001_I1_001.fastq.gz	MULTIOME_RNA_GLI3_D3_S1_L001_I1_001.fastq.gz	ERR10036859	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036859/MULTIOME_RNA_GLI3_D3_S1_L001_I1_001.fastq.gz	sample_barcode	index1	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	10xV3
MULTIOME_RNA_GLI3_D3	ERS12569174	SAMEA110471148	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_D3	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_D3_S1	sequencing assay	ERX9577220	MULTIOME_RNA_GLI3_D3_S1_L001_I2_001.fastq.gz	MULTIOME_RNA_GLI3_D3_S1_L001_I2_001.fastq.gz	ERR10036859	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036859/MULTIOME_RNA_GLI3_D3_S1_L001_I2_001.fastq.gz	sample_barcode	index2	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	10xV3
MULTIOME_RNA_GLI3_D3	ERS12569174	SAMEA110471148	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_D3	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_D3_S1	sequencing assay	ERX9577220	MULTIOME_RNA_GLI3_D3_S1_L001_R1_001.fastq.gz	MULTIOME_RNA_GLI3_D3_S1_L001_R1_001.fastq.gz	ERR10036859	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036859/MULTIOME_RNA_GLI3_D3_S1_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	10xV3
MULTIOME_RNA_GLI3_D3	ERS12569174	SAMEA110471148	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_D3	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_D3_S1	sequencing assay	ERX9577220	MULTIOME_RNA_GLI3_D3_S1_L001_R2_001.fastq.gz	MULTIOME_RNA_GLI3_D3_S1_L001_R2_001.fastq.gz	ERR10036859	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036859/MULTIOME_RNA_GLI3_D3_S1_L001_R2_001.fastq.gz	single	read2	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	10xV3
MULTIOME_RNA_GLI3_D3	ERS12569174	SAMEA110471148	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_D3	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_D3_S2	sequencing assay	ERX9577220	MULTIOME_RNA_GLI3_D3_S2_L002_I1_001.fastq.gz	MULTIOME_RNA_GLI3_D3_S2_L002_I1_001.fastq.gz	ERR10036860	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036860/MULTIOME_RNA_GLI3_D3_S2_L002_I1_001.fastq.gz	sample_barcode	index1	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	10xV3
MULTIOME_RNA_GLI3_D3	ERS12569174	SAMEA110471148	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_D3	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_D3_S2	sequencing assay	ERX9577220	MULTIOME_RNA_GLI3_D3_S2_L002_I2_001.fastq.gz	MULTIOME_RNA_GLI3_D3_S2_L002_I2_001.fastq.gz	ERR10036860	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036860/MULTIOME_RNA_GLI3_D3_S2_L002_I2_001.fastq.gz	sample_barcode	index2	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	10xV3
MULTIOME_RNA_GLI3_D3	ERS12569174	SAMEA110471148	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_D3	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_D3_S2	sequencing assay	ERX9577220	MULTIOME_RNA_GLI3_D3_S2_L002_R1_001.fastq.gz	MULTIOME_RNA_GLI3_D3_S2_L002_R1_001.fastq.gz	ERR10036860	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036860/MULTIOME_RNA_GLI3_D3_S2_L002_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	10xV3
MULTIOME_RNA_GLI3_D3	ERS12569174	SAMEA110471148	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_D3	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_D3_S2	sequencing assay	ERX9577220	MULTIOME_RNA_GLI3_D3_S2_L002_R2_001.fastq.gz	MULTIOME_RNA_GLI3_D3_S2_L002_R2_001.fastq.gz	ERR10036860	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036860/MULTIOME_RNA_GLI3_D3_S2_L002_R2_001.fastq.gz	single	read2	CRISPR Cas9 mediated GLI3 knockout (4 and 8 bp insertion)	10xV3
MULTIOME_RNA_GLI3_B4	ERS12569175	SAMEA110471149	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_B4	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_B4_S1	sequencing assay	ERX9577221	MULTIOME_RNA_GLI3_B4_S1_L001_I1_001.fastq.gz	MULTIOME_RNA_GLI3_B4_S1_L001_I1_001.fastq.gz	ERR10036861	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036861/MULTIOME_RNA_GLI3_B4_S1_L001_I1_001.fastq.gz	sample_barcode	index1	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	10xV3
MULTIOME_RNA_GLI3_B4	ERS12569175	SAMEA110471149	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_B4	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_B4_S1	sequencing assay	ERX9577221	MULTIOME_RNA_GLI3_B4_S1_L001_I2_001.fastq.gz	MULTIOME_RNA_GLI3_B4_S1_L001_I2_001.fastq.gz	ERR10036861	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036861/MULTIOME_RNA_GLI3_B4_S1_L001_I2_001.fastq.gz	sample_barcode	index2	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	10xV3
MULTIOME_RNA_GLI3_B4	ERS12569175	SAMEA110471149	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_B4	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_B4_S1	sequencing assay	ERX9577221	MULTIOME_RNA_GLI3_B4_S1_L001_R1_001.fastq.gz	MULTIOME_RNA_GLI3_B4_S1_L001_R1_001.fastq.gz	ERR10036861	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036861/MULTIOME_RNA_GLI3_B4_S1_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	10xV3
MULTIOME_RNA_GLI3_B4	ERS12569175	SAMEA110471149	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_B4	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_B4_S1	sequencing assay	ERX9577221	MULTIOME_RNA_GLI3_B4_S1_L001_R2_001.fastq.gz	MULTIOME_RNA_GLI3_B4_S1_L001_R2_001.fastq.gz	ERR10036861	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036861/MULTIOME_RNA_GLI3_B4_S1_L001_R2_001.fastq.gz	single	read2	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	10xV3
MULTIOME_RNA_GLI3_B4	ERS12569175	SAMEA110471149	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_B4	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_B4_S2	sequencing assay	ERX9577221	MULTIOME_RNA_GLI3_B4_S2_L002_I1_001.fastq.gz	MULTIOME_RNA_GLI3_B4_S2_L002_I1_001.fastq.gz	ERR10036862	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036862/MULTIOME_RNA_GLI3_B4_S2_L002_I1_001.fastq.gz	sample_barcode	index1	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	10xV3
MULTIOME_RNA_GLI3_B4	ERS12569175	SAMEA110471149	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_B4	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_B4_S2	sequencing assay	ERX9577221	MULTIOME_RNA_GLI3_B4_S2_L002_I2_001.fastq.gz	MULTIOME_RNA_GLI3_B4_S2_L002_I2_001.fastq.gz	ERR10036862	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036862/MULTIOME_RNA_GLI3_B4_S2_L002_I2_001.fastq.gz	sample_barcode	index2	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	10xV3
MULTIOME_RNA_GLI3_B4	ERS12569175	SAMEA110471149	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_B4	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_B4_S2	sequencing assay	ERX9577221	MULTIOME_RNA_GLI3_B4_S2_L002_R1_001.fastq.gz	MULTIOME_RNA_GLI3_B4_S2_L002_R1_001.fastq.gz	ERR10036862	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036862/MULTIOME_RNA_GLI3_B4_S2_L002_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	10xV3
MULTIOME_RNA_GLI3_B4	ERS12569175	SAMEA110471149	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_B4	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_B4_S2	sequencing assay	ERX9577221	MULTIOME_RNA_GLI3_B4_S2_L002_R2_001.fastq.gz	MULTIOME_RNA_GLI3_B4_S2_L002_R2_001.fastq.gz	ERR10036862	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036862/MULTIOME_RNA_GLI3_B4_S2_L002_R2_001.fastq.gz	single	read2	CRISPR Cas9 mediated GLI3 knockout (29 and 41 bp deletion)	10xV3
MULTIOME_RNA_GLI3_A4	ERS12569176	SAMEA110471150	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	none	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_A4	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_A4_S1	sequencing assay	ERX9577222	MULTIOME_RNA_GLI3_A4_S1_L001_I1_001.fastq.gz	MULTIOME_RNA_GLI3_A4_S1_L001_I1_001.fastq.gz	ERR10036863	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036863/MULTIOME_RNA_GLI3_A4_S1_L001_I1_001.fastq.gz	sample_barcode	index1	none	10xV3
MULTIOME_RNA_GLI3_A4	ERS12569176	SAMEA110471150	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	none	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_A4	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_A4_S1	sequencing assay	ERX9577222	MULTIOME_RNA_GLI3_A4_S1_L001_I2_001.fastq.gz	MULTIOME_RNA_GLI3_A4_S1_L001_I2_001.fastq.gz	ERR10036863	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036863/MULTIOME_RNA_GLI3_A4_S1_L001_I2_001.fastq.gz	sample_barcode	index2	none	10xV3
MULTIOME_RNA_GLI3_A4	ERS12569176	SAMEA110471150	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	none	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_A4	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_A4_S1	sequencing assay	ERX9577222	MULTIOME_RNA_GLI3_A4_S1_L001_R1_001.fastq.gz	MULTIOME_RNA_GLI3_A4_S1_L001_R1_001.fastq.gz	ERR10036863	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036863/MULTIOME_RNA_GLI3_A4_S1_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	none	10xV3
MULTIOME_RNA_GLI3_A4	ERS12569176	SAMEA110471150	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	none	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_A4	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_A4_S1	sequencing assay	ERX9577222	MULTIOME_RNA_GLI3_A4_S1_L001_R2_001.fastq.gz	MULTIOME_RNA_GLI3_A4_S1_L001_R2_001.fastq.gz	ERR10036863	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036863/MULTIOME_RNA_GLI3_A4_S1_L001_R2_001.fastq.gz	single	read2	none	10xV3
MULTIOME_RNA_GLI3_A4	ERS12569176	SAMEA110471150	Homo sapiens	409B2	female	36	year	adult	normal	dermis	induced pluripotent stem cell	inducible Cas9 nickase	none	cerebral organoid culture	organoid	P-MTAB-124502	P-MTAB-124503	P-MTAB-124504	P-MTAB-124505	P-MTAB-124506	MULTIOME_RNA_GLI3_A4	RNA	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read2	0	90	read1	0	16	read1	16	12	index1; index2	0	10	P-MTAB-124507	DBSSE Genomics Facility	MULTIOME_RNA_GLI3_A4_S2	sequencing assay	ERX9577222	MULTIOME_RNA_GLI3_A4_S2_L002_I1_001.fastq.gz	MULTIOME_RNA_GLI3_A4_S2_L002_I1_001.fastq.gz	ERR10036864	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR100/ERR10036864/MULTIOME_RNA_GLI3_A4_S2_L002_I1_001.fastq.gz	sample_barcode	index1	none	10xV3
